,Dominant,Attempts,Duration,Time,AreaError,TimeTriangles_1,TimeTriangles_2,TimeTriangles_3,TimeTriangles_4,TimeTriangles_5,Distance,LeaveSurface,Side,TimeContact,ZeroVel,ZeroAcc
41,0.9696899027331813,1.0,-0.8972546067356638,-0.30408926279107523,-0.5117086299020751,-0.6826286282715984,-0.19015249387508287,0.257085900931839,-0.4372037234399605,-0.09560442212106503,-0.3119987343063555,-0.21411843340695944,-0.41372837849387484,-0.2756441876751949,-0.30652922801733845,-0.3209152839244215
180,-1.0312575156051291,-1.0,0.5600834858960245,-0.9474849979508833,0.40219570359824797,-1.0565998936042176,-0.7306956558949029,-0.502857375670614,-0.9101779484144152,-0.8699572180694252,-0.29407677037164975,-0.21411843340695944,-0.41372837849387484,-0.9369443488687624,-0.8318778074621499,-0.8299641365480599
73,-1.0312575156051291,-1.0,-0.8972546067356638,-0.09878919915033894,-0.3682469847824835,0.31199636996117147,-0.5067167456836135,-0.2845251529793056,0.12622250660260168,-0.1670046799253046,-0.3201107188614071,-0.21411843340695944,2.4170447375168496,-0.060963978034951696,-0.27600721547917156,0.005296900702612936
214,0.9696899027331813,-1.0,-0.7851516765332263,1.0773327056129427,-0.38630539425259935,1.2832582344269314,0.33560658166214385,0.9122989537656166,0.794945918117579,0.8339589342446064,-0.35727888954497977,-0.21411843340695944,2.4170447375168496,1.1495676005532018,0.9513476523434777,1.1825545831267896
78,-1.0312575156051291,1.0,-0.8972546067356638,0.0863474653828251,-0.03019560893561593,0.05161827225435855,0.6567908604964848,-0.5089161489464877,-0.24870450677130918,0.16517651947822903,0.3679794990934485,-0.21411843340695944,-0.41372837849387484,0.0920074929311685,-0.40179490351525315,-0.1486015896254638
88,0.9696899027331813,1.0,-0.8972546067356638,-0.586376850297088,-0.22303167829005285,0.07965403277477033,-0.4527548300221476,-0.29144946529458987,-0.7732916125002756,-0.7822369013385023,0.21044355370235565,0.07888573862361661,-0.41372837849387484,-0.612796146867911,-0.40179490351525315,-0.7247343995715972
145,-1.0312575156051291,1.0,0.33587762549114936,-0.45416910842130115,0.703772262903367,-0.993277744842598,-0.5826699899879368,-0.6261966887866157,0.20131148027555343,-0.3098051955337838,0.13672723509983245,-0.21411843340695944,2.4170447375168496,-0.44256514362895194,-0.7051652099552146,-0.5958279717754303
192,-1.0312575156051291,-1.0,-0.336739955723476,-0.6984211930653024,1.111323235639888,-0.9288277206577433,-0.5137391867628452,-0.5143257679428036,-0.6137922753191091,-1.0314578011980624,-0.139738932233462,-0.21411843340695944,-0.41372837849387484,-0.6953108970490176,-0.8466763589958065,-0.6694887876589543
230,0.9696899027331813,-1.0,2.465833299337463,-0.9186146765014047,-0.10667739399834908,-0.788165542874298,-0.875579703424318,-0.635501233460279,-0.6835300807532988,-0.7446667656843667,-0.39937630208872055,-0.21411843340695944,-0.41372837849387484,-0.9059717635572296,-0.6228482670492494,-0.7549879489523302
81,-1.0312575156051291,-1.0,-0.8972546067356638,-1.239854285010682,0.7832990942386002,-1.0081012504051146,-0.9992116266350051,-1.238349174409719,-1.0199632064741793,-1.0909580160349286,0.10325103344102403,-0.21411843340695944,-0.41372837849387484,-1.2367400601284848,-0.9493413102605496,-1.1837991271314159
